altura,peso
172.57,47.3
173.02,59.69
176.36,63.68
175.15,59.0
172.73,42.17
166.68,45.4
176.59,53.68
164.47,49.17
178.25,54.94
174.46,67.35
167.39,49.46
171.24,55.67
174.04,56.76
177.87,71.93
174.62,58.89
176.45,54.7
171.11,57.03
173.31,63.85
172.67,57.04
174.56,55.99
182.4,62.01
161.63,46.21
170.48,63.35
171.48,51.84
177.5,56.48
168.6,48.05
172.14,57.4
170.23,59.74
169.05,57.6
169.49,50.35
175.54,63.15
178.73,58.18
168.28,59.48
171.75,48.74
171.95,54.6
168.82,53.42
171.69,59.04
178.89,60.97
165.38,44.27
171.38,61.58
169.31,51.35
163.28,57.58
173.91,57.88
168.28,53.2
173.49,62.41
177.85,59.37
170.03,60.09
166.03,60.15
168.69,51.99
173.4,56.74
173.44,53.94
171.26,64.4
160.96,52.46
177.11,55.87
168.63,43.0
176.68,59.46
176.63,53.45
172.3,54.9
173.3,64.88
173.88,60.16
170.21,54.85
171.66,66.91
170.46,50.68
167.78,54.47
166.76,55.18
170.43,67.14
175.09,49.79
171.47,51.08
172.42,64.67
179.1,59.2
172.92,63.81
176.83,59.54
166.47,55.24
169.43,61.06
174.82,52.57
179.34,61.63
170.39,56.43
171.66,62.61
171.01,47.72
172.35,59.89
168.04,66.64
172.61,56.68
165.52,58.95
176.64,66.23
168.53,54.94
173.39,61.81
178.55,59.18
172.79,64.55
166.45,53.56
179.74,68.32
165.93,56.15
168.96,59.16
168.38,58.59
168.05,56.97
172.66,61.04
168.84,47.74
171.5,62.1
175.68,61.38
178.02,59.65
172.79,56.06
172.28,60.64
171.75,47.46
167.55,59.12
172.01,46.84
171.41,41.69
173.34,58.49
171.07,61.24
173.18,61.26
179.51,56.66
169.72,57.32
174.63,57.5
171.08,57.27
170.08,58.53
172.05,50.51
171.82,63.6
165.64,56.31
165.5,59.61
171.2,55.44
171.83,62.55
162.27,51.81
169.8,56.46
167.48,57.07
165.3,54.93
174.4,62.88
169.24,65.33
173.21,55.32
164.39,54.17
172.11,58.93
172.17,57.5
172.97,57.34
175.8,58.45
172.11,62.35
178.81,60.9
167.48,58.05
167.94,57.62
167.67,52.17
181.94,61.42
169.24,65.56
173.95,41.07
172.99,58.65
178.5,60.92
177.17,57.18
175.22,52.56
166.74,56.85
175.05,56.45
169.21,60.32
174.26,57.01
170.96,55.88
179.71,61.47
171.68,56.66
163.83,55.96
186.12,64.74
173.38,58.76
172.52,53.95
170.97,51.12
172.2,62.54
181.09,65.6
173.41,52.22
169.84,47.21
172.04,48.23
178.38,66.44
176.84,60.74
171.41,49.86
172.96,59.53
167.88,66.77
171.27,58.06
175.49,50.36
166.89,54.18
168.97,61.19
174.44,52.32
173.64,59.59
168.51,51.72
166.27,46.14
166.08,42.11
178.55,59.46
169.72,48.73
170.41,57.2
175.53,62.38
174.39,57.21
171.94,58.8
176.32,61.25
164.85,56.06
168.88,62.08
180.57,55.91
182.74,60.95
173.11,62.18
173.54,56.41
180.16,54.14
158.9,47.97
174.56,60.42
174.17,55.92
179.58,58.65
170.74,61.21
176.33,65.79
165.85,55.61
171.48,57.82
174.28,59.04
173.31,58.65
175.43,56.68
172.13,60.28
170.69,59.74
168.15,50.52
170.58,56.55
167.16,54.24
174.57,67.49
180.38,52.43
178.66,55.74
169.17,53.39
167.92,53.69
166.48,56.99
170.4,63.23
180.12,68.92
177.93,61.23
172.5,59.17
178.94,63.53
176.36,50.88
179.58,59.55
176.85,54.65
180.23,61.22
176.66,69.96
169.36,52.65
175.12,61.7
175.43,57.39
174.45,51.68
177.18,53.69
166.99,51.07
177.56,53.88
171.44,65.65
181.76,66.41
174.93,60.14
170.77,53.11
174.33,54.02
174.37,53.67
169.26,61.38
172.41,51.27
167.51,65.44
176.45,53.66
165.93,48.71
169.58,55.0
174.1,53.07
175.03,64.78
174.86,68.34
186.41,62.01
169.85,52.8
171.51,48.66
173.06,55.29
173.74,58.9
174.64,64.24
180.92,53.54
175.33,53.71
176.19,67.8
181.58,63.16
177.9,63.22
167.31,52.5
163.03,51.19
173.29,54.19
171.64,57.52
173.55,56.73
177.24,66.23
164.1,44.5
176.17,62.48
165.32,58.59
170.83,56.85
170.94,50.53
175.42,58.45
179.49,59.99
168.51,61.87
169.89,60.68
177.39,60.3
174.35,49.27
174.72,64.81
173.65,57.73
180.65,54.02
174.12,53.53
180.8,67.03
173.55,56.74
169.77,53.47
175.77,65.68
169.62,58.41
168.76,53.71
175.33,61.99
167.62,66.13
173.26,57.31
174.79,47.78
176.64,61.72
170.29,54.82
176.83,54.9
175.54,61.96
163.98,55.98
167.12,60.11
175.26,56.71
168.05,62.15
163.5,49.9
177.48,56.65
167.65,52.99
175.18,55.06
172.12,64.81
170.69,53.76
171.88,62.77
167.49,55.26
159.06,51.55
174.42,67.31
165.08,60.96
178.16,60.7
171.03,50.36
180.72,57.78
172.85,55.84
179.53,55.38
169.99,60.11
170.99,55.2
167.55,57.21
168.56,59.63
178.03,64.25
169.6,52.14
174.71,58.43
172.88,56.77
169.86,56.33
165.08,54.7
163.18,54.13
164.15,53.11
171.4,56.71
173.69,54.57
172.57,63.6
176.24,54.61
177.1,63.97
164.73,63.76
180.71,65.75
172.55,52.94
167.32,59.3
165.8,54.79
163.48,55.36
169.01,52.89
176.59,60.35
175.61,63.35
171.89,56.18
175.14,64.08
180.45,63.67
181.34,67.93
169.02,57.78
173.43,61.8
171.45,63.2
173.47,60.38
178.18,57.0
176.32,61.63
176.18,56.08
170.59,59.27
174.07,56.91
176.91,52.93
169.38,52.73
167.37,51.74
172.63,53.67
164.25,51.36
172.29,59.49
176.21,60.01
164.17,55.47
173.88,55.14
161.71,55.05
173.32,60.89
177.57,65.8
168.51,54.09
180.56,59.47
176.02,51.43
175.92,62.09
173.63,61.94
174.8,61.15
170.48,56.02
178.22,62.02
170.97,63.4
167.63,53.52
178.63,60.46
168.55,59.39
166.29,51.27
170.34,52.06
176.22,60.68
174.12,59.93
163.29,53.36
170.14,56.64
173.61,58.67
180.14,62.75
166.68,55.57
171.71,59.69
166.25,49.71
167.39,56.53
175.98,64.5
175.28,64.78
177.09,57.62
173.4,61.82
165.76,48.69
169.23,62.1
174.17,55.09
181.65,63.4
172.67,54.93
173.4,61.07
168.58,60.39
166.52,51.72
173.24,58.19
178.17,62.91
167.68,51.71
166.62,57.88
168.44,49.8
179.14,68.72
167.03,51.54
176.99,61.48
175.01,64.26
162.24,58.06
176.4,65.49
178.78,75.64
175.68,62.79
180.56,68.91
164.52,48.28
175.36,52.47
173.57,55.06
171.86,59.71
167.53,58.83
173.36,52.09
178.99,57.84
177.47,70.12
179.73,58.43
171.11,55.81
173.52,51.95
165.36,60.39
165.7,48.92
179.93,62.13
173.73,58.81
173.23,53.62
170.03,63.15
167.84,59.8
160.95,55.79
174.39,57.45
171.13,62.22
173.83,62.08
168.21,55.57
182.0,64.06
169.41,56.75
169.81,55.41
172.79,61.14
171.98,55.45
162.18,54.5
177.63,60.74
167.25,58.84
169.52,61.51
168.9,60.25
174.09,61.7
173.33,57.42
177.88,63.09
171.98,55.75
172.02,53.25
174.88,60.76
174.53,57.32
172.92,59.1
173.5,59.72
180.01,57.41
173.52,51.48
171.77,49.95
180.72,64.59
171.06,48.62
169.23,54.73
169.39,55.55
177.56,72.56
166.4,49.34
171.38,53.17
168.29,52.97
173.48,57.91
173.51,62.98
173.87,49.04
174.36,63.58
165.9,48.38
173.55,63.08
177.22,61.72
168.17,60.35
173.82,54.37
165.74,52.74
182.21,73.52
172.13,67.53
179.11,64.12
178.9,62.03
163.21,52.11
176.22,58.06
180.54,61.01
182.12,56.32
171.19,50.5
161.62,51.53
170.52,53.05
174.52,58.58
172.0,55.93
172.03,58.16
177.99,60.29
163.09,56.61
178.07,52.16
165.51,50.34
174.07,56.79
177.28,59.49
170.9,47.72
176.51,58.8
166.18,50.67
168.44,48.01
166.97,47.4
181.13,69.11
178.37,67.09
172.83,59.08
178.49,62.7
170.11,61.33
174.12,56.15
168.08,53.93
181.29,65.0
173.17,59.21
168.36,64.46
173.13,51.61
177.8,62.52
165.88,58.88
166.81,54.66
175.06,54.27
171.8,63.88
172.51,54.34
171.42,59.4
176.04,52.18
172.37,60.13
166.91,56.58
171.02,57.45
176.07,55.57
171.5,62.07
172.21,54.73
175.93,59.66
168.9,49.76
167.74,50.33
173.48,52.97
175.4,59.37
165.18,60.38
176.06,63.03
168.18,58.44
168.1,55.56
174.92,54.65
172.37,67.52
170.63,55.11
168.07,50.96
175.91,53.93
184.93,68.48
171.44,65.79
174.07,48.53
172.03,50.28
171.2,55.82
180.27,62.56
167.35,57.62
164.33,52.75
165.3,48.57
171.03,48.88
170.63,54.87
173.27,55.58
173.43,54.52
178.61,56.81
174.86,53.87
166.15,57.84
169.94,55.57
169.99,49.74
183.31,57.09
171.66,56.5
180.47,63.13
174.38,55.04
180.69,56.8
177.37,51.63
175.88,58.27
179.85,67.23
181.49,64.63
173.6,62.43
170.1,55.89
171.07,61.57
168.43,54.17
173.71,69.49
174.55,54.75
164.12,56.62
180.45,67.75
166.52,51.12
182.31,62.15
171.88,58.56
178.78,51.32
165.25,53.18
176.01,65.51
175.07,55.82
186.01,63.61
172.68,55.56
167.7,48.42
158.77,55.22
170.46,56.68
170.82,59.75
169.83,48.65
167.92,50.56
175.81,60.85
169.83,49.63
169.48,46.94
172.49,55.93
178.19,58.56
165.47,49.03
175.67,56.75
175.63,65.75
169.65,52.08
174.15,57.84
172.16,54.52
167.36,49.05
164.89,53.12
166.42,52.29
178.8,55.06
174.54,54.56
176.3,64.51
162.45,42.62
173.99,59.49
165.2,51.84
170.42,56.24
178.79,54.15
175.6,56.57
177.33,57.76
170.57,48.64
168.46,50.18
170.83,60.77
170.95,52.09
173.52,57.31
169.8,55.28
167.7,50.6
175.66,55.42
175.08,49.65
167.72,46.52
170.5,54.64
180.2,60.34
172.6,62.15
173.36,69.14
176.54,57.16
184.5,66.38
172.24,59.62
181.02,75.38
170.47,56.26
170.4,53.18
169.22,63.55
176.22,63.44
166.94,50.81
172.86,49.23
180.5,64.79
170.21,61.64
172.62,59.41
176.86,64.96
180.81,58.37
170.72,57.0
177.18,62.69
172.57,49.11
163.21,54.3
179.27,59.3
179.31,56.52
176.42,67.37
166.56,57.05
171.28,61.71
176.61,60.71
174.53,56.43
164.67,57.63
169.36,57.87
170.39,53.97
177.02,51.26
182.74,54.3
170.4,56.56
169.19,56.73
171.18,54.07
180.92,62.16
175.21,57.15
168.4,49.49
171.67,54.53
176.46,63.89
171.95,54.01
173.77,57.09
168.66,62.38
167.24,53.26
166.63,54.36
173.16,56.57
173.12,64.98
178.64,48.38
165.01,48.66
177.8,64.41
185.74,60.32
176.6,58.59
167.48,51.94
173.5,62.62
175.81,63.13
175.38,57.32
168.94,55.77
173.78,55.45
170.69,54.4
179.25,63.0
170.23,54.66
154.61,49.38
176.78,60.72
169.94,57.02
166.19,47.38
166.25,53.84
168.12,51.97
176.5,59.01
171.68,50.22
176.96,54.09
182.4,60.09
178.34,63.13
164.2,50.62
165.9,55.91
176.03,64.97
170.74,57.33
172.46,47.98
168.77,58.28
168.41,56.9
168.39,55.93
182.4,54.71
161.6,59.37
179.43,61.5
179.97,59.48
177.33,64.36
168.02,54.61
180.42,66.43
167.98,52.12
166.75,60.22
174.2,60.33
170.74,66.06
168.67,55.88
174.05,57.03
176.09,54.28
166.03,52.75
175.38,60.46
181.31,64.03
170.53,50.26
171.19,56.57
162.15,50.34
173.36,60.14
168.58,52.3
179.98,62.39
170.69,54.14
166.71,51.66
180.9,65.17
171.07,51.61
172.46,50.16
165.3,60.54
176.57,58.19
168.36,50.48
177.0,61.0
176.92,68.56
172.63,60.43
181.16,63.83
175.4,62.92
172.57,59.81
173.54,57.78
177.48,58.85
169.76,62.49
178.97,69.86
171.93,60.33
175.53,60.58
178.54,58.47
178.71,52.88
170.99,48.42
180.82,65.79
166.93,59.06
171.22,54.72
165.25,50.59
173.3,49.36
176.62,61.67
177.67,56.87
168.32,54.34
167.79,53.67
163.2,49.7
174.15,59.01
172.05,54.33
176.78,64.21
171.35,56.12
174.31,50.39
180.98,64.76
170.81,57.53
171.6,56.76
174.19,50.83
171.33,56.42
184.29,65.88
176.53,55.65
177.85,61.16
170.83,60.26
165.67,53.69
184.93,63.41
175.59,53.49
171.27,54.93
170.89,59.64
177.8,62.61
163.42,48.09
170.86,56.27
175.71,59.12
169.54,48.38
175.35,67.23
173.6,60.51
167.66,48.29
175.81,61.0
170.37,59.24
179.42,59.29
170.8,61.47
172.99,53.44
169.94,50.79
178.18,71.89
182.02,61.82
169.68,57.04
170.31,48.41
179.31,59.32
167.24,55.63
174.74,52.72
173.03,62.93
163.35,61.48
172.72,58.3
173.84,57.43
180.36,65.09
162.75,55.13
169.72,53.18
172.72,62.38
166.28,56.65
171.19,58.59
168.34,45.41
176.93,63.65
172.37,55.52
174.15,55.1
169.61,59.1
159.76,54.7
170.41,53.63
172.7,52.07
179.59,59.31
172.27,61.08
170.58,52.08
167.44,52.37
177.86,57.09
180.66,63.71
159.38,57.52
175.12,63.64
165.74,57.63
170.54,54.69
174.47,59.35
174.3,65.87
173.01,52.86
169.83,54.03
166.12,45.97
168.33,46.93
169.84,52.7
182.03,61.18
172.72,57.08
174.42,63.24
178.71,58.55
172.11,59.46
175.82,60.83
172.08,47.93
162.97,58.9
171.76,50.19
172.45,53.11
166.33,58.61
173.55,46.94
173.39,65.22
183.95,65.49
169.97,55.81
176.37,62.45
174.88,60.42
173.68,55.71
167.77,59.23
180.93,57.15
171.34,49.29
170.82,69.57
173.02,56.68
180.22,63.57
168.38,59.37
178.29,61.28
171.08,61.06
163.73,61.6
179.96,64.99
164.04,55.71
170.47,58.49
173.29,57.98
170.58,57.73
169.74,60.14
176.44,54.22
171.49,56.72
170.48,53.8
175.58,61.84
176.02,53.76
170.01,57.73
178.45,59.76
177.78,67.33
173.69,57.67
177.15,63.16
178.93,56.19
169.97,53.52
164.56,55.56
181.99,61.09
165.42,51.86
172.86,57.7
167.11,57.11
170.05,59.99
166.82,55.19
175.36,49.14
177.47,68.74
164.53,51.31
178.41,57.71
171.8,56.57
171.48,62.8
172.28,50.97
179.28,70.92
176.95,60.64
168.36,49.26
166.06,55.94
179.46,62.82
181.32,65.74
176.19,56.39
176.98,67.31
178.56,65.23
165.52,52.53
173.58,60.13
173.7,55.81
166.51,52.46
178.26,55.17
170.99,55.94
174.21,52.27
183.83,60.83
178.31,70.84
173.71,52.93
178.49,69.14
175.45,62.91
173.8,56.92
167.99,59.94
172.34,55.71
170.07,51.79
167.6,52.5
172.6,55.96
168.33,53.48
174.06,58.06
173.39,57.76
168.5,51.98
176.21,62.22
165.77,55.34
174.52,54.27
166.44,56.13
171.94,56.37
175.07,61.77
167.93,51.5
172.88,57.9
171.68,53.05
175.07,55.19
177.54,67.22
170.17,51.96
173.15,60.76
173.83,52.47
172.18,55.51
176.79,55.04
173.36,55.87
168.7,44.78
173.24,53.04
175.81,58.66
162.79,49.59
168.33,57.7
166.82,46.11
173.21,62.76
176.4,62.47
170.67,47.06
170.5,53.04
163.94,56.76
176.62,64.19
170.78,55.42
172.59,58.61
171.26,57.36
170.91,55.38
165.09,62.04
166.21,59.08
173.33,54.78
170.3,54.27
169.0,51.24
174.97,55.27
172.3,62.67
168.6,56.06
166.03,54.3
179.54,61.63
166.36,64.1
172.5,55.06
179.83,57.31
174.04,58.08
171.4,57.35
165.71,55.97
163.39,53.76
178.85,69.28
169.22,52.27
167.4,49.11
168.98,51.05
176.06,57.51
159.71,47.03
175.06,59.29
167.99,49.14
177.8,55.58
173.9,62.95
175.92,60.74
177.64,58.11
170.23,56.0
177.22,59.33
174.38,63.27
173.85,50.41
172.44,53.71
174.47,54.99
166.53,47.79
175.77,63.24
173.77,61.08
175.51,55.79
175.11,58.46
172.5,57.71
173.47,61.02
168.46,60.92
173.23,57.58
176.87,65.89
173.57,53.24
177.5,65.3
170.48,52.27
179.15,57.08
172.3,61.56
174.8,58.24
172.8,56.9
175.34,60.84
170.85,57.48
168.65,61.39
164.43,49.61
175.9,50.76
176.54,66.54
173.02,58.21
176.22,57.28
167.95,52.33
166.21,57.72
180.21,65.72
166.84,52.01
174.51,59.79
173.49,62.14
180.84,64.04
174.18,64.34
178.36,58.38
170.4,54.33
166.85,54.88
171.5,56.83
178.56,62.75
174.53,54.04
175.56,60.67
166.8,55.61
163.47,47.54
176.53,61.68
172.7,54.32
174.85,56.86
169.31,58.01
164.02,57.08
173.37,58.99
178.13,59.17
175.65,62.57
167.66,58.67
165.75,58.91
166.08,50.74
175.06,53.68
170.33,60.61
170.96,62.12
164.81,63.51
168.36,45.78
180.18,61.42
179.41,60.6
176.45,58.46
172.64,65.31
177.84,61.19
173.9,46.58
166.48,49.15
176.71,60.86
174.52,55.7
168.86,57.34
166.75,63.0
164.61,53.73
175.79,58.26
180.96,63.65
169.62,60.41
169.33,53.62
171.35,59.15
173.73,59.95
167.79,48.4
179.69,58.58
175.38,51.05
165.75,51.28
179.93,61.77
168.87,58.78
164.75,59.66
164.84,47.24
169.96,59.8
174.75,62.61
173.4,63.06
174.94,65.87
174.03,52.97
163.22,53.52
182.48,67.74
180.56,67.22
163.11,55.21
159.09,49.39
167.16,54.75
171.04,62.26
167.18,51.35
172.7,52.08
175.55,62.51
182.49,59.97
184.71,60.92
171.63,57.61
169.83,56.68
170.66,59.55
171.91,55.47
168.23,51.49
164.44,39.63
172.65,54.88
179.27,59.87
182.89,66.87
171.73,59.14
169.37,53.64
179.59,56.27
172.09,55.8
175.8,61.0
178.02,54.78
173.88,55.57
174.93,58.57
172.54,53.18
179.03,62.02
176.09,55.61
171.51,67.58
166.7,59.43
172.45,58.11
173.05,52.67
176.66,66.41
169.93,57.07
171.71,51.59
165.69,58.05
174.03,57.66
182.28,55.9
169.02,60.17
168.79,56.06
177.14,58.5
173.12,58.91
167.72,54.51
164.43,51.6
166.59,51.23
169.02,55.45
176.32,63.71
179.46,67.43
176.66,59.97
172.45,60.31
170.98,62.98
161.93,53.61
170.75,56.98
171.58,57.35
169.95,55.68
175.5,55.62
170.43,53.79
179.0,63.95
177.0,58.04
174.16,60.5
171.28,56.08
169.04,52.53
172.82,62.74
177.25,56.42
172.58,59.51
169.26,57.57
173.87,57.79
177.98,51.49
176.05,51.85
182.27,61.51
177.08,63.8
170.18,58.98
184.12,62.94
168.36,53.33
167.64,59.32
174.04,53.77
170.85,55.31
167.16,54.81
173.73,63.87
176.65,63.13
174.83,57.3
171.92,55.31
174.25,50.26
170.24,57.85
176.08,63.4
172.13,55.95
169.58,49.53
170.43,53.2
175.16,61.97
169.37,61.99
177.99,58.94
168.62,57.28
175.4,59.86
176.5,63.77
173.03,58.46
173.74,63.11
176.28,60.02
176.68,65.32
174.52,57.4
165.65,52.98
176.19,61.47
175.58,63.05
169.9,62.42
166.34,60.91
173.25,61.41
168.39,50.75
171.54,50.6
171.55,56.79
177.52,65.39
174.13,50.31
170.66,56.72
171.08,59.45
181.6,63.0
174.82,59.17
175.56,54.27
164.17,57.93
164.04,45.61
167.63,56.35
175.39,58.78
177.3,70.3
173.78,65.76
170.51,52.72
169.82,53.48
174.65,56.9
167.94,59.65
164.2,51.17
166.62,55.43
176.3,60.04
177.46,53.63
172.07,52.32
176.71,57.33
170.02,57.26
170.99,59.27
171.34,51.39
178.37,61.35
167.72,50.37
173.7,54.16
174.33,57.64
180.61,58.36
172.81,52.63
169.39,55.22
169.59,47.54
179.24,55.55
164.45,45.23
172.38,49.05
169.04,54.91
180.32,63.04
173.49,56.72
172.49,60.91
175.2,58.48
168.78,53.36
168.51,51.06
173.33,61.27
168.96,51.71
164.63,55.12
167.45,48.68
174.38,59.05
167.2,48.84
178.5,61.69
174.86,53.48
176.43,60.77
170.85,57.61
181.06,60.79
175.64,56.7
176.35,56.68
180.8,61.24
168.8,61.04
170.82,53.43
173.66,61.33
174.21,67.43
162.97,51.2
174.48,62.87
174.55,67.16
172.21,59.27
163.4,49.69
170.76,55.03
179.33,62.4
174.75,61.35
172.59,54.55
158.95,43.6
173.78,51.26
175.29,64.3
167.0,63.4
182.41,60.2
176.2,54.07
168.67,52.61
179.55,61.4
168.28,57.16
174.53,55.43
170.86,52.71
175.49,66.53
183.78,63.36
175.37,60.82
179.66,64.99
173.66,65.37
183.19,71.51
172.5,54.51
179.66,57.7
174.41,53.07
167.02,57.71
167.52,47.77
171.36,52.56
176.88,60.1
173.24,58.11
178.11,65.07
176.12,58.32
165.2,54.46
170.52,57.31
165.99,53.12
178.27,56.14
168.65,56.52
174.51,61.04
173.94,60.36
174.84,61.05
178.8,57.75
166.2,47.33
178.04,61.3
174.66,69.86
176.16,58.29
170.29,60.1
185.41,71.61
171.15,69.27
164.65,52.82
167.82,52.0
174.24,56.77
170.31,59.84
168.3,48.96
176.31,63.22
177.44,65.75
177.56,60.24
177.05,60.2
176.88,63.71
172.7,53.47
177.06,57.41
176.11,60.67
180.97,62.26
167.54,48.91
171.66,61.53
177.77,58.68
177.65,66.68
174.22,52.48
176.93,59.51
174.42,57.41
175.97,59.71
170.38,57.03
171.96,61.72
174.11,54.63
177.6,61.65
170.14,57.57
166.32,49.1
175.45,59.28
162.13,52.1
171.4,55.69
169.4,48.26
171.06,55.42
173.45,52.74
182.66,60.07
178.43,60.66
170.95,62.4
178.42,57.17
175.57,63.04
170.96,54.21
174.44,58.94
174.26,52.42
170.02,55.6
176.98,60.29
170.06,41.38
173.37,61.07
179.73,67.31
178.57,61.8
176.8,57.5
169.94,54.51
163.13,53.38
163.48,52.11
181.73,66.36
173.09,54.37
174.1,57.93
164.2,48.21
168.14,51.67
166.54,64.11
169.12,48.14
171.79,61.77
179.06,64.39
178.24,56.67
170.53,59.71
179.68,60.07
175.5,64.78
171.4,57.8
174.14,65.1
175.46,67.12
178.7,55.03
159.27,42.0
171.69,63.02
173.1,63.51
175.96,70.65
175.45,54.57
175.5,53.36
174.28,59.16
158.49,40.46
175.59,63.45
171.03,57.2
165.31,59.75
180.66,62.27
172.9,53.31
166.47,53.3
178.75,56.59
166.84,56.49
165.45,57.96
183.26,67.38
165.23,47.01
165.12,43.1
176.59,61.11
168.94,51.96
177.81,62.74
167.59,56.02
167.98,45.87
177.49,62.7
169.33,57.17
169.91,63.37
173.98,55.74
168.96,57.38
172.63,51.9
168.4,57.5
177.89,54.59
168.16,48.55
173.28,56.32
173.56,60.1
169.38,59.15
167.18,51.08
169.66,54.3
177.93,52.34
168.41,56.57
167.44,55.13
181.19,62.93
167.48,59.71
169.68,54.19
172.43,57.93
174.19,56.41
171.8,59.81
171.31,58.29
179.79,60.19
168.16,51.77
162.6,46.05
176.56,65.66
168.14,45.7
173.01,62.32
175.0,52.02
167.86,58.09
166.86,63.85
169.8,59.2
173.06,57.39
167.27,55.17
168.81,50.53
178.23,61.57
179.01,57.36
174.85,56.99
173.13,56.51
177.18,52.33
170.38,55.2
168.8,60.74
172.99,56.36
178.26,67.2
180.51,62.03
167.96,62.24
177.86,60.1
162.46,50.33
173.47,62.6
169.64,56.82
178.6,53.65
172.41,52.5
165.07,52.51
166.97,46.9
170.66,51.61
161.8,50.6
183.45,66.58
174.6,56.87
164.69,55.67
172.41,58.99
171.14,53.55
165.4,58.65
175.86,57.02
165.33,50.54
178.59,57.32
173.4,58.85
171.81,62.56
169.06,55.68
175.0,64.71
172.05,62.88
176.34,60.72
175.62,55.25
180.05,62.98
171.45,60.95
171.41,58.63
167.14,55.63
176.49,49.42
164.98,50.84
168.72,50.45
172.21,54.68
178.71,65.82
167.47,56.67
183.25,69.27
175.32,64.39
172.6,51.74
164.8,54.61
169.9,49.4
173.13,55.0
170.98,57.54
179.89,62.63
175.84,56.71
172.69,52.96
175.52,67.02
165.6,52.0
179.56,59.4
172.61,64.18
164.38,50.21
172.15,54.96
169.29,49.83
174.41,51.95
179.34,64.36
180.71,59.59
168.64,54.72
168.45,52.17
174.22,64.67
176.07,52.02
175.33,59.56
177.6,61.25
175.8,49.81
179.09,61.32
173.29,55.36
163.63,56.77
169.33,55.04
168.29,60.9
175.4,51.85
161.7,45.95
167.1,63.67
165.52,46.42
173.1,61.45
176.25,61.65
167.1,55.62
173.38,54.74
176.59,56.39
172.84,59.04
165.34,60.65
172.53,57.31
172.64,62.13
174.85,57.14
168.85,54.35
175.84,58.51
169.98,60.26
174.85,54.46
181.83,76.11
174.09,62.59
168.93,53.43
177.75,57.57
179.88,55.35
170.31,57.82
173.56,65.21
175.15,59.88
171.05,62.42
181.07,58.47
174.67,58.97
173.05,57.31
168.65,53.25
165.71,62.29
168.76,57.82
180.17,62.53
170.97,58.31
179.64,59.26
173.0,57.17
173.89,66.71
172.75,51.91
170.08,59.65
173.8,57.78
175.49,57.84
172.3,59.29
170.21,52.82
172.67,60.25
176.3,63.57
173.17,65.1
174.81,55.63
176.77,54.56
177.28,63.36
176.71,56.11
168.08,59.13
174.15,65.82
172.74,67.51
173.24,54.88
173.78,56.61
169.87,56.27
170.61,58.25
170.22,61.22
168.35,55.77
168.43,58.42
171.26,58.89
170.85,58.57
169.82,52.55
173.5,54.05
171.15,66.27
178.9,68.47
177.67,64.13
175.72,61.62
169.08,53.03
174.45,65.05
164.64,45.27
179.05,57.38
172.99,57.49
173.77,56.83
173.24,54.8
164.38,60.39
166.75,52.02
178.09,60.67
170.11,55.77
171.13,56.67
178.33,54.42
166.63,53.43
167.62,57.54
162.88,52.13
172.46,51.52
177.21,57.33
169.37,56.09
181.12,58.58
175.07,69.71
180.29,62.33
178.04,55.28
173.41,56.19
173.81,59.15
171.41,55.78
165.83,56.47
175.58,58.17
177.94,61.58
168.32,55.23
171.87,57.43
170.92,62.25
174.7,53.54
177.06,62.38
179.53,64.36
176.96,63.49
170.56,60.07
175.23,61.57
171.27,56.3
172.18,62.22
163.65,65.99
171.9,55.29
177.78,60.2
177.08,53.35
176.32,60.73
165.01,56.23
171.53,60.17
176.05,58.58
168.68,60.94
173.76,58.26
169.54,52.11
170.32,56.69
175.36,50.79
177.4,61.52
173.02,49.82
172.64,57.68
163.24,49.78
168.61,51.42
176.92,63.96
171.48,50.54
174.24,67.92
166.08,51.44
177.18,63.41
168.66,55.56
177.75,54.27
176.07,60.68
167.15,65.46
169.82,63.82
178.74,61.45
168.92,58.65
168.4,55.3
179.82,62.62
169.97,65.18
172.38,46.2
175.93,61.53
162.14,52.54
174.25,57.78
170.27,56.23
171.18,54.32
165.64,59.87
173.45,57.51
175.53,58.25
173.62,59.17
172.92,57.95
172.32,60.09
165.83,57.88
173.21,55.62
172.06,51.93
170.3,56.14
166.13,62.21
168.07,52.43
169.69,52.74
170.92,57.09
178.04,52.98
169.68,54.84
169.25,53.59
176.7,56.88
179.34,58.38
182.79,59.17
170.16,48.25
164.19,56.52
163.74,51.66
171.4,53.92
180.41,67.91
169.1,56.6
174.9,59.41
168.29,53.54
174.23,54.4
179.24,56.38
173.21,61.41
174.32,66.19
170.06,55.26
166.96,54.63
176.27,59.82
173.78,70.41
174.08,53.87
167.38,54.31
182.36,61.21
164.13,57.17
172.6,61.58
175.89,54.77
175.51,53.08
174.41,53.44
172.64,58.28
173.66,50.22
168.9,57.95
167.91,60.43
176.95,68.3
180.08,57.69
160.62,54.06
170.68,53.41
172.36,55.81
170.76,59.84
177.05,59.49
174.86,48.9
183.76,60.68
181.02,60.81
176.38,55.71
170.92,53.85
169.7,45.88
174.91,58.12
168.89,57.52
172.83,63.86
177.85,55.61
172.29,59.02
176.4,63.04
170.86,52.79
169.02,57.69
177.92,53.64
169.56,51.0
163.75,47.26
169.82,50.36
171.34,60.75
176.41,60.11
169.18,58.92
170.34,59.7
173.79,51.28
176.51,53.0
178.98,63.77
175.08,51.21
162.8,55.35
177.51,54.55
